VideoID,Uploader,Age,Category,Length,Views,Rate,Ratings,Comments,RelatedID1,RelatedID2,RelatedID3,RelatedID4,RelatedID5,RelatedID6,RelatedID7,RelatedID8,RelatedID9,RelatedID10,RelatedID11,RelatedID12,RelatedID13,RelatedID14,RelatedID15,RelatedID16,RelatedID17,RelatedID18,RelatedID19,RelatedID20
Kpharc_mxCk,nyOPERAguy,748,People & Blogs,177,364,4.57,30,78,1HVeilpq1vg,lqIB4CWDkiM,i1giRvsUeA8,5oZdBE7I59Y,YQ5B-VUhDgw,C4rZ8vS1208,TQ4iq0GrzDQ,iAM8np8mixo,HVuKrN0bW4c,IDEpBT9eH1A,g-RNXjTyzJQ,n34vxvedUgY,PyEGRqPZvIw,uDrKo3gM8Nw,qJxy2HGlYHs,UUU6LkAliVY,Jrv3NO6dtyg,B8-4dE25ngc,Bhw1VjiZVi8,cXh-DjRP5k0
9qdBY3ZVohc,JediMstrKris,747,Entertainment,178,741,4.1,10,74,l9JxpLP-vqg,qBUUl9hj8KQ,yQIu3TVlJkg,iStGrImELrs,qSYsA3CxFAI,kaZJPMpY69Y,JRG1dDcSsnc,8sTowWR-IGs,AHvG6UJL3AY,qOFCoXW-EqI,4PrzYDsLdno,URVaRV_Eg3k,KqRjiNBsE-c,FPMRL1blaro,6-_VgPVbf10,Wm4z_2GPqYU,R2UWs_3-wDQ,22JF7H6-Z8w,F6kD2aDYIWE,kIUU7sf2ysQ
t0XXIGSqok4,caseyjo5,748,Entertainment,627,240,4.48,31,70,,,,,,,,,,,,,,,,,,,,
qya6CgbU6Zw,HellionExciter,748,Music,287,1496,3.63,105,70,WTBG9ByUJ74,F6NyftBd2dA,Xa4sKikdrIE,2Gs4m6a9xk8,irSOUdu_35E,52shdAbd2ks,QO4oUToRjPU,OiTVDfDV8TA,Dd4kshkkNJs,rLDDQCNvzwk,OEiTCzMKS98,dy25fwZV8l8,zed5lUPqw0s,s2HqnTC9CxI,E-Emb5OBx3U,7WeXCD4Zrvs,fbNyNo5g1k4,OYn5hxeFt10,CODC7jxqNao,_yq7Bs-eJIY
mFMZ0kjYJxE,RomneyWordsworth,747,News & Politics,197,5394,3.33,12,70,ZUqEtiQGi4M,Ea85540sIKw,nmwAbCSIGyg,ihZ0cB1kulo,XBVnjcnq8Ok,_j9uqjDPg5A,WNvWLSx2TiM,c3_u5gmoujk,vDIpXvG29Lg,XWdNBTJVxfk,JR-17QhXxAc,htRfil4ebD4,OOQF7Df5So0,wyLss1iEH0Q,YBWztOLBYEw,yQZ2FoyKsGA,vLzBWEoBylA,PYNjKevwd60,7_wkI7uMrto,Os1OEbdzd0U
yXXppPblhIo,kotasHQ,747,Gadgets & Games,384,950,4.97,38,69,lhecE4OiTBY,kTJock5pdz8,tUIttDgWC7w,E5Fw3n5n34c,8i6ISaFB1O8,gi4pANh7Ra0,m6WlzPOZglw,CgGItLYyBQ0,MF8toDryryg,ylp8wd1265s,tM1WzRzEZ5U,3WfacmLOr_4,2S_hflJUDTc,q2AXRJA3DgY,diestcFk7JQ,xAGznllOyuk,1ws-J7oJJ5Y,NIPYKIAY-vk,6Aq0jC_576Q,2MGVQiczEMg
tCX8oMwuVck,battim,747,Comedy,285,476,4.81,21,68,d9Dyr-eYwNc,M-y4abrCIfQ,B0QvmJZamto,lS11KwskG_A,2t8GoenMpdE,M46mtEUyMUo,0dxjlKSCj0k,05iHbDV5L0I,sSZZf2v8bCo,NlnzUzyi_yQ,izjfmYkkO8Y,MEvoy_owET8,aqN-3A9_QwA,YtX2nwowMtU,_Ai3hPQ0Xs4,lqSkYDuDK_I,CevekZU7130,Y5pMgbhyb18,vARptKnrcMU,CVGDqWsKxMs
1o-KH2QQg3s,thevinerhyme,748,People & Blogs,597,157,2.83,12,62,jqWVGVd8Ax8,YyXvHutvFJU,MOxQLhpUddM,avU4XnfbItw,bMihb7PwNPE,JQaRotChSgQ,7GkrMB9eDC4,65GDyO96eh4,OBVzT0mcPQ0,JLRyQmmWlLw,w5BQxY2q_PM,bVeHqRzSWUs,igoUWpM7jFU,A-0caqIAylw,manDtQp0li4,rjV57n87DmE,DhZTXzbr04I,WZ20mjoBNdk,7MWSQIot6M0,XCUix4gFgEY
N9PEyX0cLYs,brettkeane,748,People & Blogs,481,685,4.59,56,63,RZ2MkS-08kg,G3ThKjvdXQ0,RhDu_zwg6G0,uEyVCkTashw,FqkGFJ1Lgi0,HzklEkKdUQs,KJitnlYjafI,rnp_EiSLqBs,X_YoJZupKvU,UOWKwF_KUxY,jul6lN6M5WM,i95gvrwXqwk,c9jArh6Xhis,zbzHHpogHVY,Y7-q3KpDM4w,m_wiVHrdmMY,1ukfgRexLR4,nQ01KnDA5Yc,6plDsAp2Ggk,UfO3U6XNo9s
wkOZykNw4Bc,jenluv37,748,Entertainment,851,346,4.65,46,64,F2U82vjJLdk,fy2_kaH6mO8,cNLh-LCtE4g,CKnqbt2ZS30,LcWDRJqVlZc,G7DAU9H_6MA,GXe29lwhFe0,6WAHXuXkVxA,YB5g-G1mHko,iIm-Z-N31N0,myah1PKPU1A,uKNvwiGMais,LsMCau5PGV4,7TebNFqhPso,GIzvGQQAacc,LQ8w7w5El4g,weo7eCtghy0,pxJZR55EUII,ZRxN5jmhkYs,3t89qQzsSqs
a_0VzR3Wzbo,theboringdispatcher,748,People & Blogs,150,1546,4.39,72,63,yLP2FCQMMbE,MBIWKHiKAl0,Ymzp7DiNdws,6MUo04HaIZA,K4_YzSv4LyQ,2kAR8Km-SP0,9bNE2rAv45k,XW_mL6tvd6Y,Lf8gkWIIdxI,4hs8rIQilfk,LjlCyPqKgkM,8J7iLQTiGDs,rTCJelw3Drw,4XDHYxSEUDw,f18N6F3asHg,wP4dSACTPcc,xcSmIQnniNM,ruT_JhB42CI,qSaHKLKer7M,Bf5WqNNKF60
RZG1Zdg0GEw,anafree,747,Music,200,2134,4.25,89,63,OYx_mMejCHk,_6ceUy9lVdM,L-bSf7veuao,f7lj_gg1sDU,ihQW-pWlkJw,bIgUdcau9gY,sTBT6B6_wik,pGShkqpHNAU,kGWVsQEGLXo,-6HAoOc8x7g,dRr2VABSVMc,p-qWq7_f290,hLdG-Ppz7oc,zv1XWqfxxW8,duwrXgFJmLc,-yVj_pneY-c,S8_-GKT2TPs,GKwsszv6zfQ,HelcsExcErc,ce6HPboVIHc
aEd7Qe5eds8,Daylow,747,Music,244,227,5,13,59,qEVxWOybwXA,PdmzmOYM7DE,lpW3-JnQL3Y,aeAp_MXZPMM,ugTPZeo3Lps,Wtb0CiNCRRk,HzXQICqsa5I,3_1Y8UoLIu4,cwsgkurfCjE,oMaTZFCLbq0,VJM0goE7sr0,Jat8XYuY6Zc,hMOBo0f1hfE,99WUVyupzik,i_Bqjdsvtg8,XJvA5S76ywo,7OmOuTFUifU,Ez2hx00Z2bo,P4EzSDhITh0,V5mqjO_VBBA
h8YifXtaeQw,els666,748,Music,266,2328,4.62,32,59,Ltps17if3t8,vN6sg8nnyCc,iz7rMe3NAYc,3sph8dk8t0s,zUJB-0DTI2Y,rTIWv0vUNMw,-Yyat6pRxys,TsxqaO1k9JQ,GlKRxUgXRFY,6Xe13k8Jztk,cTxjnkr68vA,6HitsxZ96wc,rakq3clZShI,gNF85bdlLPs,Gosj6JwS-rw,o3t1noP_-H8,292PZKiStsU,8PqtYPMMlNs,ZHpE_xXZiU0,VM_8HGYdiEM
LbLdR3VSp0g,AericWinter,748,People & Blogs,587,337,4.8,30,59,7UXbBP5-WRU,tw9h24MbrCs,jytB240wEk0,THFC_vPufU0,n3GJORcl5RE,1pRpZOlTkCE,rLGouvAHyCw,YKHWveIQonk,R3uh4OspmUo,npXqKLN7ZfU,ZC2ivfc_7Wo,EilPLdD3UFI,9IzE5cGyxvk,LcCpzkSePps,gvOiJWlfZVE,FT1v1MqwnAw,-Dw-GsYS__4,TT8T2asrkuk,Q5zlpcO-xps,03trGceQOB4
r2jnKKh7s24,kingcharlemagne23,747,People & Blogs,349,326,4.82,17,57,XfExUjANMIM,BqgftOv4aWM,RRwJjpldaHo,0EQCPpM-lYE,rLP5odiF2oA,-Apwv89WXTE,N33n8NuEFWo,ta8DctT1Mec,Avybo4AKEQ4,3yZLtOD2XhQ,gmOcjZXygNM,cJq8MZ1xkVk,56-ByHQ3LNc,XCoxcgJ7j6c,K5s6ViLwV0M,A-DYgWR_vhs,w-R-mMBmWQA,a3hcYXg2Xn4,VUk0kknX0Kk,odaaqROexg8
VvqaXw2fLc4,els666,748,People & Blogs,595,2137,4.69,32,56,h8YifXtaeQw,-I2qoQDEo1M,RzoAgZlaVqM,yuRn5DL9nMU,FoFMRXlNJ6Y,NWixUIMTjYc,Wkhdy6bavuk,byO6o4zZaFM,No2_-X3_hmE,nLjzfSw_u5s,eGDBR2L5kzI,EbkNYxo3h_U,a-mFmklRUHA,xjk2cMrZ2dI,x1q85qa6Pbc,1rAsoLm1Ges,id4CvoKDTR0,g5dStxI7zk4,DnNBgIKOvr4,wSNh3FJ6kRE
to_SPtmtCDE,curt344,747,Travel & Places,352,134,4.86,14,55,lc_1X52xyQI,QvroVzXujK8,ctOO3gTbmWE,fD-Q7MdxetQ,OV9i23rlq9M,2Egns4z9tXU,YqdI6n5xTog,xGOT6S2-OFE,yLfxPF_pwBo,wFedr-t3VZw,g_rsaFuqV_8,lxO3zMYC_7Q,-a9AHZ77q6k,BujsDuBnKHo,FbT9JC2JJPg,-Cy_2s_n2wc,sJtkeofldCw,08KFwSWLkwI,zlzkcowEwg0,zWFtrYQt_fw
BcK4z4qZDPU,nayders07,748,People & Blogs,125,479,4.63,35,54,5lX8yPruJY4,LXUFEZZuPdU,jlNMf9TZOs0,DBIxb8kFmLI,eOXVjcNU9XQ,yVKrWWKWFQM,jT-niBqiu3k,sLrOcGuOI5o,VpvouFmvdNM,UMXvtvV4Ik0,MRTRjyQ2650,oMSx3heXTaU,gZcRcHDabLU,GAIxnnHMPDQ,t8WXgFWHOx4,VNa6euhp0Ho,0-OguCMk3K8,p62Mm8VyuSg,pKJLInc4WXk,viCpRzv4Gf4
ySIANgv12EE,sumfight,748,People & Blogs,115,326,4.59,17,54,rFsM3I3RE80,EEU0fFVlM-4,bOpAGZJmV0A,6LFwxWAFJHA,O8WdXIY92gw,NOIVx8OUenM,oThV1edx7tw,Uaz7xHkSpUs,Tuqrv2dydYs,GkqMQcQ582M,djeTh6xJujw,0sSBPE1BT8c,VUYlhkTOml8,CNwpsJ4hSuA,-WCA3xcrOIw,m2vuQbPtlrQ,k9so_KgcBEs,CnPV0Y5097E,4_nIneUwqeg,H8HeQxR1LtU
